,subNum,cong,rt,Exp,Inter
4250,7,unrelated,1158.3,Roelofs,word
4251,7,unrelated,1164.3,Roelofs,pic
4252,7,related,1134.3,Roelofs,pic
4253,7,unrelated,1310.3,Roelofs,word
4254,7,related,1043.3,Roelofs,word
4255,7,unrelated,1268.3,Roelofs,pic
4256,7,related,1040.3,Roelofs,pic
4257,7,related,988.3,Roelofs,word
4258,7,related,870.3,Roelofs,pic
4259,7,unrelated,1135.3,Roelofs,pic
4260,7,unrelated,1178.3,Roelofs,word
4261,7,related,1889.3,Roelofs,pic
4262,7,related,951.3,Roelofs,pic
4263,7,unrelated,1022.3,Roelofs,pic
4264,7,unrelated,1760.3,Roelofs,word
4265,7,related,1106.3,Roelofs,word
4266,7,related,1627.3,Roelofs,word
4267,7,related,1381.3,Roelofs,pic
4268,7,related,1480.3,Roelofs,word
4269,7,unrelated,1391.3,Roelofs,pic
4270,7,unrelated,1768.3,Roelofs,pic
4271,7,unrelated,1451.3,Roelofs,pic
4272,7,unrelated,1154.3,Roelofs,pic
4273,7,unrelated,1295.3,Roelofs,word
4274,7,related,1289.3,Roelofs,pic
4275,7,unrelated,1209.3,Roelofs,pic
4276,7,unrelated,1172.3,Roelofs,pic
4277,7,related,1024.3,Roelofs,word
4278,7,unrelated,1127.3,Roelofs,word
4279,7,related,1209.3,Roelofs,pic
4280,7,related,1289.3,Roelofs,word
4281,7,unrelated,919.3,Roelofs,word
4282,7,unrelated,1305.3,Roelofs,word
4283,7,unrelated,1162.3,Roelofs,pic
4284,7,unrelated,1214.3,Roelofs,word
4285,7,unrelated,1749.3,Roelofs,pic
4286,7,unrelated,1190.3,Roelofs,word
4287,7,related,1075.3,Roelofs,word
4288,7,related,1140.3,Roelofs,pic
4289,7,related,847.3,Roelofs,word
4290,7,related,1066.3,Roelofs,word
4291,7,unrelated,1020.3,Roelofs,pic
4292,7,unrelated,1124.3,Roelofs,pic
4293,7,related,1730.3,Roelofs,pic
4294,7,related,1375.3,Roelofs,word
4295,7,related,1606.3,Roelofs,pic
4296,7,related,1041.3,Roelofs,word
4297,7,unrelated,1180.3,Roelofs,word
4298,7,unrelated,1074.3,Roelofs,word
4299,7,unrelated,843.3,Roelofs,word
4300,7,related,807.3,Roelofs,word
4301,7,unrelated,1473.3,Roelofs,pic
4302,7,related,898.3,Roelofs,pic
4303,7,related,1145.3,Roelofs,pic
4304,7,related,1490.3,Roelofs,pic
4305,7,related,1140.3,Roelofs,pic
4306,7,related,1009.3,Roelofs,word
4307,7,related,1297.3,Roelofs,word
4308,7,related,1047.3,Roelofs,word
4309,7,unrelated,1358.3,Roelofs,pic
4310,7,related,1037.3,Roelofs,word
4311,7,related,1295.3,Roelofs,pic
4312,7,unrelated,1037.3,Roelofs,pic
4313,7,unrelated,1864.3,Roelofs,pic
4314,7,related,1198.3,Roelofs,pic
4315,7,unrelated,910.3,Roelofs,pic
4316,7,related,895.3,Roelofs,word
4317,7,related,871.3,Roelofs,word
4318,7,related,1181.3,Roelofs,pic
4319,7,related,1226.3,Roelofs,pic
4320,7,unrelated,883.3,Roelofs,word
4321,8,unrelated,1656.3,Roelofs,pic
4322,8,unrelated,1465.3,Roelofs,pic
4323,8,related,1338.3,Roelofs,pic
4324,8,related,1549.3,Roelofs,word
4325,8,unrelated,1352.3,Roelofs,word
4326,8,unrelated,1052.3,Roelofs,word
4327,8,unrelated,1278.3,Roelofs,pic
4328,8,related,1294.3,Roelofs,pic
4329,8,related,1063.3,Roelofs,word
4330,8,related,1022.3,Roelofs,word
4331,8,unrelated,1102.3,Roelofs,word
4332,8,unrelated,910.3,Roelofs,word
4333,8,unrelated,1748.3,Roelofs,pic
4334,8,unrelated,1016.3,Roelofs,word
4335,8,unrelated,1237.3,Roelofs,pic
4336,8,related,1009.3,Roelofs,pic
4337,8,related,883.3,Roelofs,word
4338,8,unrelated,962.3,Roelofs,pic
4339,8,unrelated,908.3,Roelofs,pic
4340,8,related,674.3,Roelofs,word
4341,8,unrelated,967.3,Roelofs,pic
4342,8,related,889.3,Roelofs,pic
4343,8,unrelated,823.3,Roelofs,word
4344,8,related,764.3,Roelofs,word
4345,8,unrelated,1082.3,Roelofs,pic
4346,8,unrelated,1212.3,Roelofs,pic
4347,8,unrelated,833.3,Roelofs,word
4348,8,related,1031.3,Roelofs,pic
4349,8,related,1061.3,Roelofs,pic
4350,8,related,995.3,Roelofs,pic
4351,8,unrelated,745.3,Roelofs,word
4353,8,related,826.3,Roelofs,word
4354,8,related,863.3,Roelofs,word
4355,8,unrelated,954.3,Roelofs,word
4356,8,unrelated,752.3,Roelofs,word
4357,8,related,909.3,Roelofs,word
4358,8,related,1094.3,Roelofs,word
4359,8,unrelated,1056.3,Roelofs,pic
4360,8,unrelated,1217.3,Roelofs,pic
4361,8,unrelated,968.3,Roelofs,word
4362,8,related,820.3,Roelofs,word
4363,8,unrelated,953.3,Roelofs,pic
4364,8,related,1337.3,Roelofs,pic
4365,8,unrelated,911.3,Roelofs,word
4366,8,unrelated,792.3,Roelofs,word
4367,8,unrelated,833.3,Roelofs,word
4368,8,related,996.3,Roelofs,pic
4369,8,unrelated,771.3,Roelofs,word
4370,8,related,915.3,Roelofs,word
4371,8,related,850.3,Roelofs,word
4372,8,unrelated,1639.3,Roelofs,pic
4373,8,unrelated,807.3,Roelofs,word
4374,8,unrelated,1000.3,Roelofs,pic
4375,8,unrelated,1084.3,Roelofs,pic
4376,8,related,958.3,Roelofs,pic
4377,8,related,842.3,Roelofs,word
4378,8,related,795.3,Roelofs,word
4379,8,related,993.3,Roelofs,word
4380,8,unrelated,1097.3,Roelofs,pic
4381,8,unrelated,938.3,Roelofs,pic
4382,8,unrelated,767.3,Roelofs,pic
4383,8,related,841.3,Roelofs,word
4384,8,related,810.3,Roelofs,word
4385,8,unrelated,1149.3,Roelofs,pic
4386,8,unrelated,948.3,Roelofs,pic
4387,8,related,923.3,Roelofs,pic
4388,8,unrelated,819.3,Roelofs,word
4389,8,unrelated,973.3,Roelofs,word
4390,8,unrelated,1188.3,Roelofs,pic
4391,8,unrelated,784.3,Roelofs,word
4392,8,unrelated,1115.3,Roelofs,word
4393,8,related,1097.3,Roelofs,pic
4394,8,unrelated,1063.3,Roelofs,word
4395,8,related,859.3,Roelofs,word
4396,8,related,1167.3,Roelofs,pic
4397,8,unrelated,1001.3,Roelofs,pic
4398,8,related,1379.3,Roelofs,pic
4399,8,related,902.3,Roelofs,pic
4400,8,unrelated,964.3,Roelofs,word
4401,8,unrelated,1178.3,Roelofs,pic
4402,8,unrelated,884.3,Roelofs,word
4403,8,related,1230.3,Roelofs,pic
4404,8,related,924.3,Roelofs,pic
4405,8,related,871.3,Roelofs,word
4406,8,related,615.3,Roelofs,word
4407,8,related,906.3,Roelofs,pic
4408,8,unrelated,811.3,Roelofs,word
4409,8,unrelated,974.3,Roelofs,pic
4410,8,unrelated,1074.3,Roelofs,pic
4411,8,related,946.3,Roelofs,pic
4412,8,related,1443.3,Roelofs,pic
4413,8,unrelated,1090.3,Roelofs,pic
4414,8,unrelated,1045.3,Roelofs,pic
4415,8,related,890.3,Roelofs,pic
4416,8,unrelated,979.3,Roelofs,word
4417,8,related,764.3,Roelofs,word
4418,8,related,817.3,Roelofs,word
4419,8,related,917.3,Roelofs,pic
4420,8,related,1034.3,Roelofs,pic
4421,8,related,1094.3,Roelofs,pic
4422,8,related,975.3,Roelofs,word
4423,8,related,1144.3,Roelofs,pic
4424,8,related,822.3,Roelofs,pic
4425,8,related,681.3,Roelofs,word
4426,8,unrelated,1601.3,Roelofs,pic
4427,8,related,990.3,Roelofs,pic
4428,8,related,760.3,Roelofs,word
4429,8,unrelated,679.3,Roelofs,word
4430,8,related,725.3,Roelofs,pic
4431,8,related,1057.3,Roelofs,word
4432,8,unrelated,1028.3,Roelofs,pic
4433,8,related,1018.3,Roelofs,pic
4434,8,unrelated,860.3,Roelofs,word
4435,8,unrelated,685.3,Roelofs,word
4436,8,unrelated,696.3,Roelofs,word
4437,8,unrelated,1035.3,Roelofs,pic
4438,8,related,852.3,Roelofs,word
4439,8,related,952.3,Roelofs,word
4440,8,related,847.3,Roelofs,word
4441,8,related,1374.3,Roelofs,pic
4442,8,unrelated,935.3,Roelofs,pic
4443,8,unrelated,759.3,Roelofs,word
4444,8,unrelated,934.3,Roelofs,word
4445,8,unrelated,681.3,Roelofs,word
4446,8,related,770.3,Roelofs,word
4447,8,related,1136.3,Roelofs,pic
4448,8,related,1223.3,Roelofs,pic
4449,8,unrelated,954.3,Roelofs,pic
4450,8,unrelated,1224.3,Roelofs,word
4451,8,unrelated,888.3,Roelofs,pic
4452,8,related,892.3,Roelofs,word
4453,8,unrelated,1023.3,Roelofs,pic
4454,8,related,862.3,Roelofs,word
4455,8,unrelated,773.3,Roelofs,word
4456,8,unrelated,790.3,Roelofs,word
4457,8,unrelated,846.3,Roelofs,pic
4458,8,unrelated,786.3,Roelofs,word
4459,8,unrelated,758.3,Roelofs,word
4460,8,related,810.3,Roelofs,word
4461,8,unrelated,955.3,Roelofs,word
4462,8,related,888.3,Roelofs,word
4463,8,related,1085.3,Roelofs,pic
4464,8,related,969.3,Roelofs,pic
4465,8,unrelated,1275.3,Roelofs,pic
4466,8,unrelated,892.3,Roelofs,pic
4467,8,unrelated,752.3,Roelofs,word
4468,8,related,778.3,Roelofs,word
4469,8,related,837.3,Roelofs,word
4470,8,related,663.3,Roelofs,word
4471,8,related,832.3,Roelofs,pic
4472,8,related,773.3,Roelofs,word
4473,8,unrelated,1131.3,Roelofs,pic
4474,8,related,921.3,Roelofs,pic
4475,8,related,797.3,Roelofs,pic
4476,8,related,1075.3,Roelofs,pic
4477,8,related,853.3,Roelofs,word
4478,8,unrelated,804.3,Roelofs,word
4479,8,unrelated,1060.3,Roelofs,pic
4480,8,related,967.3,Roelofs,pic
4481,9,related,1726.3,Roelofs,pic
4482,9,related,1966.3,Roelofs,pic
4483,9,unrelated,1219.3,Roelofs,pic
4484,9,unrelated,1384.3,Roelofs,word
4485,9,unrelated,1727.3,Roelofs,pic
4486,9,related,1403.3,Roelofs,pic
4487,9,unrelated,1388.3,Roelofs,word
4488,9,related,992.3,Roelofs,pic
4489,9,unrelated,1363.3,Roelofs,pic
4490,9,related,1301.3,Roelofs,pic
4491,9,unrelated,971.3,Roelofs,word
4492,9,related,966.3,Roelofs,word
4493,9,related,994.3,Roelofs,word
4494,9,related,1573.3,Roelofs,pic
4495,9,related,1452.3,Roelofs,pic
4496,9,related,911.3,Roelofs,word
4497,9,unrelated,1137.3,Roelofs,pic
4498,9,unrelated,1437.3,Roelofs,word
4499,9,related,861.3,Roelofs,word
4500,9,related,866.3,Roelofs,word
4501,9,unrelated,802.3,Roelofs,word
4502,9,unrelated,1060.3,Roelofs,word
4503,9,related,1014.3,Roelofs,pic
4504,9,unrelated,1469.3,Roelofs,pic
4505,9,unrelated,1583.3,Roelofs,pic
4506,9,unrelated,1387.3,Roelofs,pic
4507,9,unrelated,1164.3,Roelofs,pic
4508,9,related,1221.3,Roelofs,pic
4509,9,unrelated,1380.3,Roelofs,pic
4510,9,unrelated,921.3,Roelofs,word
4511,9,unrelated,919.3,Roelofs,word
4512,9,unrelated,1049.3,Roelofs,word
4513,9,related,1155.3,Roelofs,pic
4514,9,unrelated,1423.3,Roelofs,word
4515,9,unrelated,1945.3,Roelofs,word
4516,9,related,1003.3,Roelofs,word
4517,9,unrelated,963.3,Roelofs,pic
4518,9,related,1019.3,Roelofs,pic
4519,9,unrelated,1354.3,Roelofs,pic
4520,9,unrelated,1037.3,Roelofs,word
4521,9,related,854.3,Roelofs,word
4522,9,related,1027.3,Roelofs,pic
4524,9,unrelated,1049.3,Roelofs,word
4525,9,related,1250.3,Roelofs,word
4526,9,related,1840.3,Roelofs,pic
4527,9,related,1176.3,Roelofs,pic
4528,9,related,1516.3,Roelofs,pic
4529,9,related,1093.3,Roelofs,word
4530,9,unrelated,1252.3,Roelofs,pic
4531,9,unrelated,1463.3,Roelofs,pic
4532,9,unrelated,1091.3,Roelofs,word
4533,9,related,1099.3,Roelofs,word
4534,9,related,865.3,Roelofs,word
4535,9,unrelated,1277.3,Roelofs,pic
4536,9,related,866.3,Roelofs,word
4537,9,related,1212.3,Roelofs,word
4538,9,unrelated,867.3,Roelofs,word
4539,9,unrelated,1026.3,Roelofs,word
4540,9,unrelated,1967.3,Roelofs,pic
4541,9,unrelated,1275.3,Roelofs,word
4542,9,related,1051.3,Roelofs,word
4543,9,related,1004.3,Roelofs,pic
4544,9,related,1043.3,Roelofs,pic
4545,9,unrelated,1112.3,Roelofs,word
4546,9,unrelated,942.3,Roelofs,word
4547,9,unrelated,816.3,Roelofs,word
4548,9,related,806.3,Roelofs,word
4549,9,related,752.3,Roelofs,word
4550,9,related,1717.3,Roelofs,pic
4551,9,unrelated,1466.3,Roelofs,pic
4552,9,related,1012.3,Roelofs,word
4553,9,unrelated,1068.3,Roelofs,pic
4554,9,related,1340.3,Roelofs,pic
4555,9,unrelated,2022.3,Roelofs,pic
4556,9,unrelated,956.3,Roelofs,word
4557,9,related,1681.3,Roelofs,pic
4558,9,related,935.3,Roelofs,pic
4559,9,unrelated,1093.3,Roelofs,pic
4560,9,related,1132.3,Roelofs,pic
4561,9,unrelated,1436.3,Roelofs,pic
4562,9,related,1243.3,Roelofs,pic
4563,9,unrelated,1192.3,Roelofs,pic
4564,9,related,910.3,Roelofs,pic
4565,9,related,1183.3,Roelofs,pic
4566,9,related,899.3,Roelofs,word
4567,9,unrelated,757.3,Roelofs,pic
4568,9,related,986.3,Roelofs,pic
4569,9,related,953.3,Roelofs,word
4570,9,unrelated,979.3,Roelofs,word
4571,9,unrelated,1082.3,Roelofs,pic
4572,9,related,1297.3,Roelofs,pic
4573,9,unrelated,966.3,Roelofs,pic
4574,9,related,958.3,Roelofs,pic
4575,9,related,918.3,Roelofs,word
4576,9,related,2194.3,Roelofs,pic
4577,9,unrelated,921.3,Roelofs,word
4578,9,unrelated,1033.3,Roelofs,word
4579,9,related,1280.3,Roelofs,pic
4580,9,related,1265.3,Roelofs,pic
4581,9,unrelated,1442.3,Roelofs,pic
4582,9,unrelated,986.3,Roelofs,word
4583,9,unrelated,1226.3,Roelofs,word
4584,9,unrelated,956.3,Roelofs,word
4585,9,related,830.3,Roelofs,word
4586,9,related,785.3,Roelofs,word
4587,9,related,836.3,Roelofs,word
4588,9,unrelated,1005.3,Roelofs,word
4589,9,unrelated,1252.3,Roelofs,pic
4590,9,related,813.3,Roelofs,word
4591,9,related,1627.3,Roelofs,pic
4592,9,related,827.3,Roelofs,word
4593,9,related,799.3,Roelofs,word
4594,9,unrelated,1598.3,Roelofs,pic
4595,9,unrelated,940.3,Roelofs,word
4596,9,unrelated,1097.3,Roelofs,word
4597,9,unrelated,1237.3,Roelofs,pic
4598,9,unrelated,915.3,Roelofs,word
4599,9,related,1289.3,Roelofs,pic
4600,9,related,797.3,Roelofs,word
4601,9,unrelated,1242.3,Roelofs,pic
4602,9,unrelated,1314.3,Roelofs,pic
4603,9,related,806.3,Roelofs,word
4604,9,related,990.3,Roelofs,word
4605,9,related,980.3,Roelofs,pic
4606,9,unrelated,778.3,Roelofs,word
4607,9,unrelated,992.3,Roelofs,pic
4608,9,related,961.3,Roelofs,word
4609,9,related,694.3,Roelofs,word
4610,9,related,796.3,Roelofs,word
4611,9,related,1008.3,Roelofs,pic
4612,9,related,998.3,Roelofs,word
4613,9,unrelated,892.3,Roelofs,word
4614,9,related,1236.3,Roelofs,pic
4615,9,unrelated,1215.3,Roelofs,pic
4616,9,related,751.3,Roelofs,word
4617,9,unrelated,1517.3,Roelofs,pic
4618,9,unrelated,1017.3,Roelofs,word
4619,9,unrelated,845.3,Roelofs,word
4620,9,unrelated,1172.3,Roelofs,pic
4621,9,unrelated,690.3,Roelofs,word
4622,9,unrelated,893.3,Roelofs,pic
4623,9,related,680.3,Roelofs,word
4624,9,unrelated,718.3,Roelofs,word
4625,9,related,1029.3,Roelofs,pic
4626,9,unrelated,889.3,Roelofs,word
4627,9,unrelated,1114.3,Roelofs,word
4628,9,unrelated,2270.3,Roelofs,pic
4629,9,related,1054.3,Roelofs,pic
4630,9,related,1026.3,Roelofs,word
4631,9,related,687.3,Roelofs,word
4632,9,related,762.3,Roelofs,word
4633,9,unrelated,1280.3,Roelofs,pic
4634,9,unrelated,1166.3,Roelofs,pic
4635,9,related,842.3,Roelofs,word
4636,9,related,1079.3,Roelofs,pic
4637,9,related,855.3,Roelofs,word
4638,9,related,1069.3,Roelofs,pic
4639,9,unrelated,1192.3,Roelofs,pic
4640,9,unrelated,785.3,Roelofs,word
